  0.10000000E+01  0.15024277E+01  0.25476860E+00  0.12131288E-04  0.10000000E+01  0.48392529E-06  0.48392529E-06  0.19365483E+01 -0.55144659E-01  0.27010092E-01 -0.12071518E+04  0.56629495E-02  0.00000000E+00  0.00000000E+00  0.14329742E+06  0.24344582E+03  0.22755000E+03  0.00000000E+00  0.00000000E+00  0.80977821E+05  0.12517447E+05  0.97094897E+08  0.00000000E+00  0.59828859E+04  0.13746566E-04
  0.20000000E+01  0.15024280E+01  0.25476860E+00  0.29282487E-04  0.10000000E+01  0.68604606E-06  0.20212077E-06  0.19365471E+01 -0.55148341E-01  0.27009448E-01 -0.12071466E+04  0.56628862E-02  0.00000000E+00  0.00000000E+00  0.14329742E+06  0.24344310E+03  0.22755000E+03  0.00000000E+00  0.00000000E+00  0.80976104E+05  0.12515919E+05  0.97094754E+08  0.00000000E+00  0.59828601E+04  0.13746566E-04
  0.30000000E+01  0.15024282E+01  0.25476860E+00  0.38235180E-04  0.10000000E+01  0.84210084E-06  0.15605478E-06  0.19365465E+01 -0.55150264E-01  0.27009111E-01 -0.12071439E+04  0.56628532E-02  0.00000000E+00  0.00000000E+00  0.14329742E+06  0.24344168E+03  0.22755000E+03  0.00000000E+00  0.00000000E+00  0.80975208E+05  0.12515122E+05  0.97094679E+08  0.00000000E+00  0.59828466E+04  0.13746566E-04
  0.40000000E+01  0.15024284E+01  0.25476860E+00  0.45448901E-04  0.10000000E+01  0.97447097E-06  0.13237012E-06  0.19365460E+01 -0.55151812E-01  0.27008841E-01 -0.12071417E+04  0.56628266E-02  0.00000000E+00  0.00000000E+00  0.14329742E+06  0.24344053E+03  0.22755000E+03  0.00000000E+00  0.00000000E+00  0.80974487E+05  0.12514479E+05  0.97094619E+08  0.00000000E+00  0.59828357E+04  0.13746566E-04
  0.50000000E+01  0.15024285E+01  0.25476860E+00  0.51688457E-04  0.10000000E+01  0.10918072E-05  0.11733619E-06  0.19365456E+01 -0.55153153E-01  0.27008606E-01 -0.12071398E+04  0.56628035E-02  0.00000000E+00  0.00000000E+00  0.14329742E+06  0.24343954E+03  0.22755000E+03  0.00000000E+00  0.00000000E+00  0.80973862E+05  0.12513923E+05  0.97094567E+08  0.00000000E+00  0.59828263E+04  0.13746566E-04
  0.60000000E+01  0.15024286E+01  0.25476860E+00  0.57292594E-04  0.10000000E+01  0.11985380E-05  0.10673084E-06  0.19365452E+01 -0.55154355E-01  0.27008396E-01 -0.12071381E+04  0.56627829E-02  0.00000000E+00  0.00000000E+00  0.14329742E+06  0.24343866E+03  0.22755000E+03  0.00000000E+00  0.00000000E+00  0.80973301E+05  0.12513424E+05  0.97094520E+08  0.00000000E+00  0.59828179E+04  0.13746566E-04
  0.70000000E+01  0.15024287E+01  0.25476860E+00  0.62426889E-04  0.10000000E+01  0.12972875E-05  0.98749505E-07  0.19365449E+01 -0.55155458E-01  0.27008203E-01 -0.12071365E+04  0.56627639E-02  0.00000000E+00  0.00000000E+00  0.14329742E+06  0.24343784E+03  0.22755000E+03  0.00000000E+00  0.00000000E+00  0.80972787E+05  0.12512966E+05  0.97094477E+08  0.00000000E+00  0.59828101E+04  0.13746566E-04
  0.80000000E+01  0.15024288E+01  0.25476860E+00  0.67211599E-04  0.10000000E+01  0.13897637E-05  0.92476189E-07  0.19365445E+01 -0.55156485E-01  0.27008023E-01 -0.12071351E+04  0.56627463E-02  0.00000000E+00  0.00000000E+00  0.14329742E+06  0.24343708E+03  0.22755000E+03  0.00000000E+00  0.00000000E+00  0.80972309E+05  0.12512540E+05  0.97094437E+08  0.00000000E+00  0.59828029E+04  0.13746566E-04
  0.90000000E+01  0.15024289E+01  0.25476860E+00  0.71705148E-04  0.10000000E+01  0.14771507E-05  0.87387014E-07  0.19365442E+01 -0.55157450E-01  0.27007855E-01 -0.12071337E+04  0.56627297E-02  0.00000000E+00  0.00000000E+00  0.14329742E+06  0.24343637E+03  0.22755000E+03  0.00000000E+00  0.00000000E+00  0.80971859E+05  0.12512139E+05  0.97094400E+08  0.00000000E+00  0.59827962E+04  0.13746566E-04
  0.10000000E+02  0.15024290E+01  0.25476860E+00  0.75968751E-04  0.10000000E+01  0.15603085E-05  0.83157758E-07  0.19365439E+01 -0.55158365E-01  0.27007694E-01 -0.12071324E+04  0.56627139E-02  0.00000000E+00  0.00000000E+00  0.14329742E+06  0.24343569E+03  0.22755000E+03  0.00000000E+00  0.00000000E+00  0.80971432E+05  0.12511760E+05  0.97094364E+08  0.00000000E+00  0.59827897E+04  0.13746566E-04
